Column1;Listing;Price;SQMUP;Room Info;Area;Location;Ads
244;1-pokojowe mieszkanie 30m2 + ogródek Bezpośrednio;704800;23093;1;30.52;Mokotów;Inwestycja deweloperska
245;Do umeblowania, nowe bud. Gotowe.;790000;14107;3;56.0;Włochy;Biuro nieruchomości
246;Duży Ogród - 3-pokoje - 12min do Metra , blisko s8;593497;11630;3;51.03;Białołęka;Biuro nieruchomości
247;Gotowe do odbioru / 2 pokoje / ostatnie piętro;538000;13795;2;39.0;Ursus;Biuro nieruchomości
248;Kameralne Osiedle Przy Parku Moczydło;529000;13740;2;38.5;Wola;Biuro nieruchomości
249;Odbiór 1Q 2024 | Bezpieczny kredyt 2% | Okazja!!!;497850;15000;2;33.19;Ursus;Biuro nieruchomości
250;duża kawalerka | 2 pokoje | Rondo Wiatraczna;479000;13686;1;35.0;Praga-Południe;Oferta prywatna
251;EcoBerensona - nowe ekologiczne budownictwo - 2%;444399;12300;2;36.13;Białołęka;Biuro nieruchomości
252;Jasne, 4-pokojowe mieszkanie przy Fortach Bema;1600000;20126;4;79.5;Bemowo;Oferta prywatna
253;Luksusowy apartament na Białołęce;1009725;10881;3;92.8;Białołęka;Biuro nieruchomości
254;Gotowe mieszkanie na Białołęce;68029960;13741;2;49.51;Białołęka;Biuro nieruchomości
255;Gotowa kawalerka na Białołęce;477940;13547;1;35.28;Białołęka;Biuro nieruchomości
256;Kawalerka przy metrze Wawrzyszew;601600;20976;1;28.68;Bielany;Biuro nieruchomości
257;Apartament na sprzedaż | 3 sypialnie | ogród 140m2;1650000;18132;4;91.0;Wilanów;Biuro nieruchomości
258;Nowy właściciel i nowa sprzedaż na Starym Miaście;2500000;20000;3;125.0;Śródmieście;Biuro nieruchomości
259;Ekskluzywny Penthouse | For Sale! | Centrum;5800000;17683;6;328.0;Śródmieście;Biuro nieruchomości
260;Zadbane, dwupokojowe mieszkanie przy Forcie Bema;899000;19650;2;45.75;Bemowo;Biuro nieruchomości
261;Apartament z Recepcją blisko Centrum ! WYKOŃCZONY;415000;14310;1;29.0;Włochy;Biuro nieruchomości
262;Genialny układ - z oddzielną kuchnią i garderobą.;999999;15625;3;64.0;Włochy;Biuro nieruchomości
263;Apartamenty inwestycyjne_wysoki standard wykonania;81032042;15586;3;51.99;Ursynów;Biuro nieruchomości
264;Plac Wilsona! Kamienica z lat 20'!;1150000;13939;5;82.5;Żoliborz;Biuro nieruchomości
265;Świeże po remoncie pobliżu transportu publicznego;530000;13766;2;38.5;Ochota;Biuro nieruchomości
266;Idealne pod 4 pokoje lub 2 kawalerki.;770000;11667;3;66.0;Ursus;Biuro nieruchomości
267;Mieszkanie 4-pokojowe, Cybernetyki, os. Mozaika;1731288;17900;4;96.72;Mokotów;Oferta prywatna
268;Metro Bemowo/ 3-pok/ Okazja;899000;11409;3;78.8;Bemowo;Biuro nieruchomości
269;Sprzedam mieszkanie 2-pok. 46m2 Praga Południe PZO;735000;15978;2;46.0;Praga-Południe;Oferta prywatna
270;Kupię mieszkanie za gotówkę (30-50m2);500000;12500;2;40.0;Targówek;Oferta prywatna
271;4-pokojowe | z loggią | miejsce postojowe | Wola;1100000;15214;4;72.3;Wola;Biuro nieruchomości
272;NATOLIN | 2pok. 46m | CICHE | 12/12p | przy metrze;640000;13904;2;46.03;Ursynów;Biuro nieruchomości
273;38m2 3/4p loggia kuchnia z oknem;515000;13553;2;38.0;Praga-Południe;Biuro nieruchomości
274;Mieszkanie 3-Pokojowe,;817000;12866;3;63.5;Bemowo;Biuro nieruchomości
275;Mieszkanie na sprzedaż, Warszawa, Wola, Mirów;2850000;23208;5;122.8;Wola;Biuro nieruchomości
276;Mieszkanie 2 pokojowe, Niedźwiadek, bezpośrednio;490000;12895;2;38.0;Ursus;Oferta prywatna
277;Piękne i słoneczne mieszkanie na Ursusie;599000;14790;2;40.5;Ursus;Biuro nieruchomości
278;BEZPOŚREDNIO, bez PCC, NOWE, 2023, wykończone;1135000;18914;3;60.01;Mokotów;Oferta prywatna
279;5-pokojowe mieszkanie 134m2 + 2 loggie;3122242;23250;5;134.29;Ochota;Inwestycja deweloperska
280;4-pokojowe mieszkanie 134m2 + 2 loggie;2987952;22250;4;134.29;Ochota;Inwestycja deweloperska
281;Apartament Powiśle z widokiem na park;2900000;23501;4;123.4;Śródmieście;Biuro nieruchomości
282;2-pokojowe mieszkanie 38m2 + balkon;1039840;26800;2;38.8;Ochota;Inwestycja deweloperska
283;Po Remoncie | 3 Pok. | Kredyt 2% | Nowa Cena;730000;12630;3;57.8;Praga-Południe;Biuro nieruchomości
284;Kawalerka sprzedam bezpośrednio bez prowizji;440000;16296;1;27.0;Bielany;Oferta prywatna
285;Fort Bema~2 Pokoje~Ciche, Zielone Osiedle;739000;15460;2;47.8;Bemowo;Biuro nieruchomości
286;Po Remoncie| Balkon| Gotowe Do Wprowadzenia;759000;17859;2;42.5;Żoliborz;Biuro nieruchomości
287;Okazja/ Bemowo/ 3-pok/ od zaraz;869900;12463;3;69.8;Bemowo;Biuro nieruchomości
288;Mieszkanie W Osiemnastowiecznej Kamienicy - 45 M2;980000;21581;2;45.41;Śródmieście;Biuro nieruchomości
289;170m2 / 4 pokoje / Salon 37m2 / Ogród 280m2;1549000;9112;4;170.0;Wesoła;Biuro nieruchomości
290;Kawalerka w nowoczesnym budynku przy Arkadii;550000;20124;1;27.33;Wola;Oferta prywatna
291;"""Ursus w zasięgu ręki - Atrakcyjna cena";634880;12800;2;49.6;Ursus;Biuro nieruchomości
292;16 piętro | Panorama | Klimatyzacja;899000;21927;2;41.0;Wola;Biuro nieruchomości
293;2 pokoje w dobrej cenie;469000;11439;2;41.0;Targówek;Biuro nieruchomości
294;Piękne 2p, Centrum, Bezpośrednio od właściciela;785000;22519;2;34.86;Ochota;Oferta prywatna
295;Wyjątkowy apartament na Saskiej Kępie + Taras 25m2;1690000;29717;2;56.87;Praga-Południe;Oferta prywatna
296;2 pokoje na Ursynowie, garaż, metro;680000;14815;2;45.9;Ursynów;Biuro nieruchomości
297;3 pokoje, balkon, Białołęka, metro, fotowoltaika;694230;12899;3;53.82;Białołęka;Biuro nieruchomości
298;3 pokojowe na Pradze - Nowe budownictwo;799000;12095;3;66.06;Praga-Północ;Biuro nieruchomości
299;Przytulne M3 56m2 Kościuszkowców tuz przy lesie;655200;11700;3;56.0;Wawer;Biuro nieruchomości
300;2 pokoje Gocław Nowe do wprowadzenia;749000;16644;2;45.0;Praga-Południe;Biuro nieruchomości
301;Warszawska Ochota 2 pokojowe rozkładowe;580000;12981;2;44.68;Ochota;Biuro nieruchomości
302;Przestronne mieszkanie 4-pokojowe;910000;14000;4;65.0;Praga-Południe;Oferta prywatna
303;Warszawa Mokotów Czerniaków Bernardyńska - 51,8 m2;685000;13224;2;51.8;Mokotów;Biuro nieruchomości
304;Kawalerka ul. Żelazna;430000;25294;1;17.0;Wola;Biuro nieruchomości
305;Kawalerka na Nowolipkach ul. Nowolipki;620000;16757;1;37.0;Wola;Biuro nieruchomości
306;2 pokoje w centrum Warszawy w kredycie 2%;675000;18652;2;36.19;Wola;Biuro nieruchomości
307;Trzypokojowe dwustronne mieszkanie na Gocławiu;729000;11758;3;62.0;Praga-Południe;Biuro nieruchomości
308;Ekskluzywny apartament 2pokoje Mokotów z recepcją;1320000;26400;2;50.0;Mokotów;Biuro nieruchomości
309;penthouse | 70m taras | ciche | Miasteczko Wilanów;1440000;18000;3;80.0;Wilanów;Biuro nieruchomości
310;Nowoczesny, dwustronny apartament na Bielanach;1209000;19394;3;62.34;Bielany;Biuro nieruchomości
311;Przestronne mieszkanie z balkonem na Pradze;730000;12167;3;60.0;Praga-Północ;Biuro nieruchomości
312;Szeligowska 2 pokoje 47 m2;840000;17831;2;47.11;Bemowo;Biuro nieruchomości
313;1 pokojowe mieszkanie Ursynów ul. Rybałtów;500000;15337;1;32.6;Ursynów;Biuro nieruchomości
314;Mieszkanie 3-pokojowe z pełnym wyposażeniem;962000;17459;3;55.1;Wola;Biuro nieruchomości
315;Mieszkanie przy Centrum Praskim Koneser, 2 balkony;1150000;20773;3;55.36;Praga-Północ;Biuro nieruchomości
316;2-pokojowe mieszkanie w Śródmieściu!;650000;16753;2;38.8;Śródmieście;Biuro nieruchomości
317;Dwupokojowe mieszkanie z garażem w apartamentowcu!;800000;19212;2;41.64;Praga-Południe;Biuro nieruchomości
318;Dwupokojowe mieszkanie na warszawskim Grochowie!;650000;18950;2;34.3;Praga-Południe;Biuro nieruchomości
319;2-pokojowy apartament na Jaśminowym Mokotowie!;1370000;26509;2;51.68;Mokotów;Biuro nieruchomości
320;Dwustronne 3-pokojowe mieszkanie w Porcie Żerań;800000;12862;3;62.2;Białołęka;Biuro nieruchomości
321;Dwupoziomowe mieszkanie przy Parku Szczęśliwickim!;1340000;11771;4;113.84;Ochota;Biuro nieruchomości
322;Unikatowe mieszkanie z ogródkiem, Wola!;975000;31811;2;30.65;Wola;Biuro nieruchomości
323;Jasne, dwustronne 3 pokoje z garażem i komórką!;2100000;26545;3;79.11;Żoliborz;Biuro nieruchomości
324;Mieszkanie 3-pokojowe przy Łazienkach Królewskich!;810000;17532;3;46.2;Śródmieście;Biuro nieruchomości
325;2-pokojowe jasne mieszkanie z widokiem na rezerwat;730000;15237;2;47.91;Praga-Południe;Biuro nieruchomości
326;Komfortowe 2-pok. mieszkanie - osiedle Eko Park!;1170000;24000;2;48.75;Mokotów;Biuro nieruchomości
327;Rozkładowe 2 pokoje, ul. Kolejowa, Ogródek + Garaż;700000;19858;2;35.25;Wola;Biuro nieruchomości
328;Przestronne i gotowe 4 pokoje z tarasem i garażem;1740000;16710;4;104.13;Bemowo;Biuro nieruchomości
329;Unikat | taras 80 m2 widok na Park Szczęśliwicki;1000000;16260;2;61.5;Ochota;Biuro nieruchomości
330;Apartament Premium, Warszawa, Wawer 120m2;1590000;13185;5;120.59;Wawer;Biuro nieruchomości
331;2 pokoje z balkonem w centrum Warszawy! Metro;1100000;22449;2;49.0;Śródmieście;Biuro nieruchomości
332;3 pok. mieszkanie, 69 m, Metro Targów Mieszk.KW;880000;12754;3;69.0;Targówek;Oferta prywatna
333;Wyjątkowy dwupoziomowy apartament 110 m2 + taras;1750000;15909;4;110.0;Targówek;Oferta prywatna
334;3 pokojowe mieszanie URSUS;630000;12899;3;48.84;Ursus;Oferta prywatna
335;2-pokojowe mieszkanie z ogródkiem i garażem!;1050000;22269;2;47.15;Wilanów;Biuro nieruchomości
336;Dwa pokoje, dwustronne, w centrum Mokotowa;950000;15940;3;59.6;Mokotów;Biuro nieruchomości
337;Przytulny 2-pokojowy apartament, Wilanów!;990000;15483;2;63.94;Wilanów;Biuro nieruchomości
338;4-pok. mieszkanie przy Kępie Potockiej!;955000;12239;4;78.03;Żoliborz;Biuro nieruchomości
339;Dwupokojowe mieszkanie na warszawskim Gocławiu!;730000;15272;2;47.8;Praga-Południe;Biuro nieruchomości
340;Zamknięte osiedle | Garaż | Przestronne;1350000;11241;4;120.1;Wesoła;Biuro nieruchomości
341;Wyjątkowe 5 pokoi na Miasteczku Wilanów;1800000;18557;5;97.0;Wilanów;Biuro nieruchomości
342;Mieszkanie 2 pokoje Ursynów, ul. Kazury;699000;14872;2;47.0;Ursynów;Oferta prywatna
343;3 pokoje nowe po remoncie na zielonym Bemowie;888000;13662;3;65.0;Bemowo;Biuro nieruchomości
344;Nowoczesne mieszkanie | 2 pokoje | Wola | 33,35 m²;780000;23636;2;33.0;Wola;Biuro nieruchomości
345;h=289 cm, deweloperskie z Kw, ogródek, balkon;619986;15233;2;40.7;Włochy;Biuro nieruchomości
346;Ciche i kameralne mieszkanie na Woli;2270000;24674;4;92.0;Wola;Biuro nieruchomości
347;Gierymskiego 12, Mokotów;699000;14716;3;47.5;Mokotów;Biuro nieruchomości
348;3-pokojowe mieszkanie 67m2 + 2 ogródki;1174000;17501;3;67.08;Mokotów;Inwestycja deweloperska
349;Klimatyczne 2 pokojowe mieszkanie na Saskiej Kępie;799000;14022;2;56.98;Praga-Południe;Biuro nieruchomości
350;Mieszkanie, 33 m², Warszawa;650000;19697;2;33.0;Wola;Oferta prywatna
351;Przy Parku Szczęśliwickim |Do wejścia |Duży balkon;1300000;18492;2;70.3;Ochota;Biuro nieruchomości
352;Plac Przymierza/Do Wejścia/Świetna Inwestycja;970000;23095;2;42.0;Praga-Południe;Biuro nieruchomości
353;Do Remontu/ul. Nalewki/Blisko Metra;620000;16104;2;38.5;Śródmieście;Biuro nieruchomości
354;Metro| Funkcjonalny rozkład| Gotowe aby Zarabiać|;770000;13415;3;57.4;Ursynów;Biuro nieruchomości
355;4 pok, stan deweloperski, 2 łazienki + WC i loggia;134602330;15429;4;87.24;Wola;Biuro nieruchomości
356;Mokotów, Służewiec, piękne mieszkanie 2pok, garaż;1105000;19996;2;55.26;Mokotów;Biuro nieruchomości
357;2-pokojowe mieszkanie na Woli Od Zaraz!;569000;16028;2;35.5;Wola;Biuro nieruchomości
358;Ustawna kawalerka|Możliwość podziału|Parking|metro;500000;15152;1;33.0;Praga-Północ;Biuro nieruchomości
359;Wyjątkowy segment dla rodziny;1699999;4928;7;345.0;Bielany;Biuro nieruchomości
360;Segment dla rodziny Warszawa-Wawer;999000;9425;4;106.0;Wawer;Biuro nieruchomości
361;Nowoczesne, minimalistyczne, premium, mieszkanie;1550000;18178;4;85.27;Targówek;Oferta prywatna
362;Apartament w doskonałej lokalizacji- Mokotów;1899000;19085;4;99.5;Mokotów;Biuro nieruchomości
363;M2 w centrum Tarchomina;475000;14482;2;32.8;Białołęka;Biuro nieruchomości
364;4 pokoje, Białołęka, 3 min od Wisły! Nowodworska;690000;8354;4;82.6;Białołęka;Biuro nieruchomości
365;Stara Ochota/ 3 pokoje/ uczelnie/ park;737000;13449;3;54.8;Ochota;Biuro nieruchomości
366;3 pokoje w kamienicy przy placu Hallera;949000;13461;3;70.5;Praga-Północ;Biuro nieruchomości
367;Bielany Chomiczówka/3 pokoje/rozkładowe/do remontu;589000;9919;3;59.38;Bielany;Biuro nieruchomości
368;Luksusowe, Bliski Wawer, 3 pokoje, 95m2;1450000;15263;3;95.0;Wawer;Biuro nieruchomości
369;Dwupokojowe mieszkanie w świetnej lokalizacji;470000;12703;2;37.0;Praga-Północ;Biuro nieruchomości
370;3 piękne pokoje w nowym budynku;799000;12887;3;62.0;Targówek;Biuro nieruchomości
371;3 pokojowy Apartament w kamienicy;2600000;26000;3;100.0;Śródmieście;Biuro nieruchomości
372;3 pokojowe mieszkanie ul. Monteverdiego;1000000;12987;3;77.0;Białołęka;Biuro nieruchomości
373;3 pokoje, Praga Południe, 85m2 ul.Kwatery Głównej;1250000;14706;3;85.0;Praga-Południe;Biuro nieruchomości
374;3 pokojowe mieszkanie przy ul. Puławska;950000;15498;3;61.3;Mokotów;Biuro nieruchomości
375;3 pokoje na Saskiej Kępie;849000;11473;3;74.0;Praga-Południe;Biuro nieruchomości
376;Wilanów, 100m2, ogród, garaż, ul. Sarmacka;1400000;14000;3;100.0;Wilanów;Biuro nieruchomości
377;3 pokoje Ursynów 100m2 Związku Walki Młodych;927000;9270;3;100.0;Ursynów;Biuro nieruchomości
378;3pokoje,Ul. Edwarda Wittiga świetne pod inwestycje;490000;8086;3;60.6;Białołęka;Biuro nieruchomości
379;Rozkładowe 3 pokoje z widokiem na centrum;499000;10617;3;47.0;Targówek;Biuro nieruchomości
380;2 Pokoje, Do remontu, Jankowska 5, Ochota!;535000;11808;2;45.31;Ochota;Biuro nieruchomości
381;Kawalerka przy ul. Doryckiej;350000;14344;1;24.4;Bielany;Biuro nieruchomości
382;Dwa pokoje przy ul. Wileńskiej, Praga Północ;475000;9555;2;49.71;Praga-Północ;Biuro nieruchomości
383;4 pokoje 129,22m2 Rembertów, Szymańskiego;990000;7661;4;129.22;Rembertów;Biuro nieruchomości
384;4 pokoje, 100m2, Ursynów, Stryjeńskich 17!;1200000;11753;4;102.1;Ursynów;Biuro nieruchomości
385;Francuska | Saska Kępa | kamienica 1933 | wysokie;1499000;26768;3;56.0;Praga-Południe;Biuro nieruchomości
386;Atrakcyjne i wyjątkowe 80mkw na Bemowie;1184000;14889;3;79.52;Bemowo;Biuro nieruchomości
387;3 pokojowe mieszkanie na chronionym osiedlu;1235000;13662;3;90.4;Ursynów;Biuro nieruchomości
388;3 pokojowe mieszkanie w sercu Śródmieścia Płd.;1050000;18421;3;57.0;Wesoła;Biuro nieruchomości
389;Atrakcyjne i przytulne 37,2m2 na Ochocie;750000;20161;3;37.2;Ochota;Biuro nieruchomości
390;Ursynów | Metro Imielin | 3 Pokoje | 63m2 | Balkon;779000;12365;3;63.0;Ursynów;Biuro nieruchomości
391;Gotowe, słoneczne 2 pokojowe,10min do metra Bródno;569000;13878;2;41.0;Targówek;Oferta prywatna
392;Metro Centrum / 1 Pokój / Kamienica / 32,19m2 / Kw;620000;19261;1;32.19;Śródmieście;Biuro nieruchomości
393;Wykończony, idealny dla inwestora;397000;20895;1;19.0;Włochy;Biuro nieruchomości
394;Gotowe bezpośrednio przy metro Szwedzka BK2%;1140000;24255;4;47.0;Praga-Północ;Biuro nieruchomości
395;Centrum widna kuchnia kamienica Hala Mirowska;865000;16961;2;51.0;Wola;Biuro nieruchomości
396;Zielony Stary Rembertów;999000;10771;4;92.75;Rembertów;Biuro nieruchomości
397;3-pokojowe mieszkanie na Żoliborzu! BEZPOŚREDNIO!;885000;17525;3;50.5;Żoliborz;Oferta prywatna
398;Mieszkanie w Ursusie dla rodziny;1249000;8006;4;156.0;Ursus;Biuro nieruchomości
399;Słoneczne 3 pokoje na Białołęce;899000;13921;3;64.58;Białołęka;Biuro nieruchomości
400;3 pokoje, Walerego Sławka, Ursus, blisko Skm;700000;11468;3;61.04;Ursus;Biuro nieruchomości
401;3 pokoje w cichej okolicy na zamkniętym osiedlu;799000;12236;3;65.3;Targówek;Biuro nieruchomości
402;Przy Parku;;;;;;
403;Od zaraz. Oddzielna kuchnia, piękny widok z okien;594000;18487;1;32.13;Wola;Biuro nieruchomości
404;M2 w ścisłym centrum (róg Hożej i Marszałkowskiej);749000;21081;2;35.53;Śródmieście;Biuro nieruchomości
405;Słoneczne mieszkanie na Mokotowie gotowe od zaraz;899000;19255;2;46.69;Mokotów;Oferta prywatna
406;Bezpośrednio - Daszyńskiego - październik 2023;1129000;16851;3;67.0;Wola;Oferta prywatna
407;43m2, 2 pokoje, Głębocka/Atrium, metro;695000;16066;2;43.26;Targówek;Oferta prywatna
408;3 pokoje, od zaraz;;;;;;
409;Wielka przestrzeń na niewielkiej powierzchni;790000;23688;2;33.35;Wola;Oferta prywatna
410;Apartament na Warszawskim Muranowie;2999999;18727;3;160.2;Śródmieście;Biuro nieruchomości
411;Słoneczne 3 pokoje na Pradze Południe, Liwiecka;797000;13775;3;57.86;Praga-Południe;Biuro nieruchomości
412;Komfortowe 2 pokoje na Ursynowie;869000;15286;2;56.85;Ursynów;Biuro nieruchomości
413;Granica Śródmieścia i Woli ★ Bezpośrednio ★;885000;18991;2;46.6;Wola;Oferta prywatna
414;4 pokojowe mieszkanie na zielonej Białołęce;675000;9970;4;67.7;Białołęka;Biuro nieruchomości
415;Dwupokojowe mieszkanie na sprzedaż (ul. Grójecka);699000;16036;2;43.59;Ochota;Biuro nieruchomości
416;NOWA inwestycja - ECO Berensona - KREDYT 2%!;417000;12400;2;33.63;Białołęka;Biuro nieruchomości
417;Dwa pokoje przy Łazienkach Królewskich;665000;17639;2;37.7;Śródmieście;Biuro nieruchomości
418;Prestiż w sercu Mokotowa- idealne 4 pokoje;3810800;28000;4;136.1;Mokotów;Biuro nieruchomości
419;Metro Księcia Janusza, grunt uregulowany;660000;16500;2;40.0;Wola;Biuro nieruchomości
420;Przestronne, jasne i funkcjonalne w apartamentowcu;990000;15529;3;63.75;Bemowo;Biuro nieruchomości
421;3 pokoje na Bielanach ul. Broniewskiego;620000;12157;3;51.0;Bielany;Biuro nieruchomości
422;3 pokoje Mokotów ul. Cybernetyki;1450000;18125;3;80.0;Mokotów;Biuro nieruchomości
423;4 pokoje ul. Wąwozowa;1450000;11694;4;124.0;Ursynów;Biuro nieruchomości
424;3 pokoje w kamienicy ul. Kopernika;1700000;23611;3;72.0;Śródmieście;Biuro nieruchomości
425;2 pokoje ul. Sandomierska;399000;8313;2;48.0;Mokotów;Biuro nieruchomości
426;Apartament na ul. Siennej;980000;29697;2;33.0;Wola;Biuro nieruchomości
427;3 pokoje, Kamienica Ordynacka ul. Okólnik;3500000;34767;3;100.67;Śródmieście;Biuro nieruchomości
428;APARTAMENT 155 m2 + 100 m2 tarasów, 5,80m wysokie;2590000;16710;5;155.0;Targówek;Oferta prywatna
429;Piękne, ciche mieszkanie;1235000;19919;3;62.0;Bielany;Biuro nieruchomości
430;2 pokoje garaż Okazja 2002 rok;790000;14906;2;53.0;Bielany;Biuro nieruchomości
431;2 pok. z ogródkiem ul. Sarmacka, Wilanów.;854700;15406;2;55.48;Wilanów;Biuro nieruchomości
432;Atrakcyjne 3 pokoje Muranów, Śródmieście Pólnocne;775000;14352;3;54.0;Śródmieście;Biuro nieruchomości
433;Możliwe 3 pokoje! 250 metrów od Metra!;539000;11978;2;45.0;Praga-Północ;Biuro nieruchomości
434;Żoliborz_pl. Inwalidów;525000;19663;1;26.7;Żoliborz;Biuro nieruchomości
435;atrakcyjne mieszkanie o pow. 67,02 m2 ul. Prystora;929000;13862;3;67.02;Ursus;Biuro nieruchomości
436;dwustronne * unikat * 2 balkony * Centrum * metro;1079000;21473;2;50.25;Wola;Oferta prywatna
437;2 pok. przy metrze Nowy Świat-Uniwersytet.;1370000;24035;2;57.0;Śródmieście;Biuro nieruchomości
438;Komfortowe mieszkanie blisko metra Kabaty;1620000;16331;4;99.2;Ursynów;Biuro nieruchomości
439;Okazja dla inwestora. Dwa mieszkania w jednym;841400;15399;2;54.64;Włochy;Biuro nieruchomości
440;Sprzedam 2 pokojowe mieszkanie Zaborowska 1C, W-wa;820000;14719;2;55.71;Bemowo;Oferta prywatna
441;Nowe mieszkanie, 67,06m2, osiedle zamknięte, cesja;838250;12500;4;67.06;Rembertów;Oferta prywatna
442;Ochota 4 pokoje widok na górkę szczęśliwicką;950000;13380;4;71.0;Ochota;Biuro nieruchomości
443;MIESZKANIE 80m2 WAWA WAWER bezpośrednio 0 czynszu;927600;11500;4;80.66;Wawer;Biuro nieruchomości
444;2 pokoje w samym sercu Śródmieścia!;640000;16495;2;38.8;Wola;Biuro nieruchomości
445;Mieszkanie z widokiem na tor wyścigowy;1211870;20844;3;58.14;Ursynów;Oferta prywatna
446;Mieszkanie z potencjałem, do remontu. Włochy;429000;12299;1;34.88;Włochy;Biuro nieruchomości
447;Oryginalne, w kamienicy 2 pok. Raoomska;840000;13393;2;62.72;Ochota;Biuro nieruchomości
448;Dwustronne w cichej okolicy - do własnej aranżacji;445000;10985;2;40.51;Ursus;Biuro nieruchomości
449;Rezerwacja Mieszkanie 35,58 m2, , Włochy;449000;12619;1;35.58;Włochy;Biuro nieruchomości
450;5-pokojowe mieszkanie 113m2 + taras;2777500;24545;5;113.16;Wola;Inwestycja deweloperska
451;Mieszkanie na Białołęce 71,6 m2;780000;10894;3;71.6;Białołęka;Biuro nieruchomości
452;Mieszkanie 34,88 m2, 2 pok. Nastrojowa, Włochy;429000;12299;1;34.88;Śródmieście;Biuro nieruchomości
453;4 pok. mieszkanie Wola, idealne pod wynajem!;789000;14887;4;53.0;Wola;Biuro nieruchomości
